"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"578",2018,"Journal of International Economics",77,"Organizing knowledge to compete_x0002_ Impacts of capacity building programs on firm organization","https://doi.org/10.5281/zenodo.8427920","Base de Dados Técnico-Científica: Capacidade Absortiva, Práticas Operacionais de Projetos e Desempenho","https://doi.org/10.7910/DVN/GELNQ5","Postharvest Capacity Building in Tanzania Training Evaluation - January 2019"
"579",2015,"Quarterly Journal of Economics",4,"PATENTS AND CUMULATIVE INNOVATION: CAUSAL EVIDENCE FROM THE COURTS","https://doi.org/10.5281/zenodo.20102144","Identifying Judicially-Challenged Patents Held by Chinese Listed Companies: A Machine Learning Benchmark with Partial Judicial Labels and Positive-Unlabelled Re-evaluation — v2","https://doi.org/10.7910/DVN/RUWCDR","Trust in information security technology: an intellectual property analysis"
"580",2018,"Journal of the European Economic Association",32,"POLITICS 2.0: THE MULTIFACETED EFFECT OF BROADBAND INTERNET ON POLITICAL PARTICIPATION","https://doi.org/10.5281/zenodo.18648351","THE INFLUENCE OF INTERNET JOURNALISM ON POLITICAL PROCESSES","https://doi.org/10.7910/DVN/WCXK3Z","Replication Data for: The Critical Periphery in the Growth of Social Protests"
"581",2015,"Economic Journal",64,"POOR INSTITUTIONS, RICH MINES: RESOURCE CURSE IN THE ORIGINS OF THE SICILIAN MAFIA","https://doi.org/10.5281/zenodo.3938818","Criminal Network: The Sicilian Mafia. ""Montagna Operation""","https://doi.org/10.7910/DVN/NML0MG","Replication Data for: Local Incentives and National Tax Evasion: The Response of Illegal Mining to a Tax Reform in Colombia"
"582",2015,"Review of Economics and Statistics",105,"PRODUCTION FACTOR RETURNS: THE ROLE OF FACTOR UTILIZATION","https://doi.org/10.5281/zenodo.7065651","MCMC chains for demographic fits presented in ""NICMOS Kernel-Phase Interferometry II: Demographics of Nearby Brown Dwarfs""","https://doi.org/10.7910/DVN/26944","Replication data for: Production Factor Returns: The Role of Factor Utilization"
"583",2018,"Journal of Public Economics",52,"Parental responses to child support obligations: Evidence from administrative data","https://doi.org/10.5061/dryad.0m480","Data from: Plasticity of parental care under the risk of predation: how much should parents reduce care?","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"584",2018,"Journal of Public Economics",39,"Party discipline and government spending: Theory and evidence","https://doi.org/10.5281/zenodo.7541982","Post COVID-19 trends in simulation use within diagnostic radiography and radiation therapy education.","https://doi.org/10.7910/DVN/TTQZRL","Federal Spending"
"585",2015,"Journal of Economic Growth",6,"Patent rights, product market reforms, and innovation","https://doi.org/10.5281/zenodo.8364951","Economically Based Product Process Patent Dataset (EPP)","https://doi.org/10.7910/DVN/JD7JIL","From technologies to markets: a concordance between patent and trademark classes to link technologies to markets"
"586",2018,"Journal of Public Economics",126,"Peer effects in financial decision-making","https://doi.org/10.5281/zenodo.19420814","INVESTMENT PROJECT RISKS AND RISK MITIGATION METHODS IN ENTERPRISES","https://doi.org/10.7910/DVN/SJEK4X","Circuit Rules"
"587",2018,"Journal of Finance",35,"Personal Lending Relationships","https://doi.org/10.5281/zenodo.20693596","THE INSTITUTION OF PERSONAL INSOLVENCY: PROBLEMS OF FORMATION AND ITS IMPACT ON THE CONSUMER CREDIT MARKET","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"588",2018,"Journal of Development Economics",15,"Power outages and firm performance in Sub-Saharan Africa","https://doi.org/10.5061/dryad.192f1","Data from: Extinctions, genetic erosion and conservation options for the black rhinoceros (Diceros bicornis)","https://doi.org/10.7910/DVN/SFCT6I","Sub-Saharan Africa HealthTech Startup Ecosystem: A Market Map of 400+ Startups"
"589",2018,"Journal of Applied Econometrics",51,"Private debt overhang and the government spending multiplier: Evidence for the United States","https://doi.org/10.5281/zenodo.13322602","NBII: NBII images","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"590",2015,"Experimental Economics",34,"Propose with a rose? Signaling in internet dating markets","https://doi.org/10.5281/zenodo.8256650","Damaged mitochondria recruit the effector NEMO to activate NF-κB signaling","https://doi.org/10.7910/DVN/7O34HI","Chapple, RM 2019 Catalogue of radiocarbon determinations & dendrochronology dates (August 2019 Release)"
"591",2018,"Journal of Political Economy",10,"Quality Predictability and the Welfare Benefits from New Products: Evidence from the Digitization of Recorded Music","https://doi.org/10.5281/zenodo.11380099","Data tables: NDSHS 2022-2023 - 3. Electronic cigarettes and vapes","https://doi.org/10.7910/DVN/LWPOJQ","Replication Data for: Record Linkage for Character-Based Surnames - Evidence from Chinese Exclusion"
"592",2018,"Quarterly Journal of Economics",10,"RACIAL BIAS IN BAIL DECISIONS","https://doi.org/10.6078/D1VT4T","Data from: When policy and psychology meet: mitigating the consequences of bias in schools","https://doi.org/10.7910/DVN/REUOXC","Replication Data for: 'Racial Bias in Bail Decisions'"
"593",2015,"Quarterly Journal of Economics",23,"RADIO AND THE RISE OF THE NAZIS IN PREWAR GERMANY*","https://doi.org/10.5281/zenodo.5919944","Spectrograms and frequencies of the first mode of Schumann Resonance according to multi-position  monitoring parformed at the Ukrainian Antarctic Station (2002-2020) and at the Arctic SOUSY facility (2013-2020)","https://doi.org/10.7910/DVN/NMDU7W","RAMPS Extended Observations: Spectral Line (3D)"
"594",2018,"Review of Economics and Statistics",36,"ROBOTS AT WORK","https://doi.org/10.5281/zenodo.18920693","Autonomous Mobile Robots with Business Process Management Systems at the Edge (Dataset)","https://doi.org/10.7910/DVN/5JWBXU","Replication data for: ""Robots at Work"""
"595",2015,"AEJ: Applied Economics",35,"Racial Discrimination in Grading: Evidence from Brazil","https://doi.org/10.5281/zenodo.15108721","Replication package for: ""Racial Discrimination and the Social Contract: Evidence from U.S. Army Enlistment During WWII.","https://doi.org/10.7910/DVN/ZTB3IY","Youngism: Discrimination and Stereotypes"
"596",2018,"Journal of Financial Economics",9,"Regulating dark trading: Order flow segmentation and market quality","https://doi.org/10.5281/zenodo.18793954","A Public Dataset of Cropped Bubble Images and Segmentation Masks for PlumeDEBuG","https://doi.org/10.7910/DVN/NVJEZM","DEL segmentation"
"597",2015,"Journal of Finance",52,"Regulatory Arbitrage and Cross-Border Bank Acquisitions","https://doi.org/10.5281/zenodo.20035959","МЕЖДУНАРОДНОЕ НАЛОГООБЛОЖЕНИЕ И ПРОБЛЕМЫ ДВОЙНОГО НАЛОГООБЛОЖЕНИЯ","https://doi.org/10.7910/DVN/YVSIIN","Replication code for: ""Firm bank relationships: a cross country comparison"""
"598",2018,"Journal of Development Economics",44,"Religious riots and electoral politics in India","https://doi.org/10.5281/zenodo.18509801","Judicial Councils and Executive Compliance (1945–2025)","https://doi.org/10.7910/DVN/YSNYXD","Perceptions of Electoral Integrity, (PEI-8.0)"
"599",2015,"Journal of Human Resources",21,"Remittances and the Wage Impact of Immigration","https://doi.org/10.7910/DVN/WFB8CW/KHQ80R","DATASET. Interaction of emigration and immigration with foreign direct investment, international trade and remittances","https://doi.org/10.7910/DVN/XKJR3X","Highly Skilled and Educated Immigrants (HSE)"
"600",2018,"Journal of Political Economy",40,"Retail Globalization and Household Welfare: Evidence from Mexico","https://doi.org/10.5281/zenodo.14807814","Europe Grocery Retail Market 2025 To 2034","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"601",2015,"AEJ: Economic Policy",10,"Return to Treatment in the Formal Health Care Sector: Evidence from Tanzania","https://doi.org/10.5061/dryad.w3r2280s8","East African countries' data on late initiation of antenatal care","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"602",2015,"Journal of Finance",69,"Risk Overhang and Loan Portfolio Decisions: Small Business Loan Supply before and during the Financial Crisis","https://doi.org/10.5281/zenodo.20256739","TIJORAT BANKLARINING KREDIT SIYOSATINI TAKOMILLASHTIRISH YO'LLARI","https://doi.org/10.7910/DVN/RRELE7","Replication Data for: Small Business COVID-19 Lending Programs: Fostering Social Capital and Financial Stability"
"603",2018,"Journal of the European Economic Association",41,"SELF-SELECTION AND COMPARATIVE ADVANTAGE IN SOCIAL INTERACTIONS","https://doi.org/10.5281/zenodo.19489719","Replication package for: Comment on Suri (2011) ""Selection and Comparative Advantage in Technology Adoption""","https://doi.org/10.7910/DVN/JS9ERS","Replication Data for: Bounded Democratization: How Military-party Relations Shape Military-led Democratization"
"604",2018,"Review of Economics and Statistics",45,"SOCIAL COHESION, RELIGIOUS BELIEFS, AND THE EFFECT OF PROTESTANTISM ON SUICIDE","https://doi.org/10.5281/zenodo.18997085","""RELIGION AND HUMANITY: THE ROLE OF FAITH IN SOCIAL DEVELOPMENT.""","https://doi.org/10.7910/DVN/P1MIQP","Replication data for: ""Social Cohesion, Religious Beliefs, and the Effect of Protestantism on Suicide"""
"605",2015,"Journal of Labor Economics",21,"STEM Workers, H-1B Visas, and Productivity in US Cities","https://doi.org/10.5281/zenodo.19536952","Чиста продуктивність фотосинтезу посівів сорго зернового залежно від застосування мікродобрив та регуляторів росту у міжфазні періоди вегетації","https://doi.org/10.7910/DVN/TCNWDQ","Vossing Class Politics: data set and online appendix"
"606",2015,"AEJ: Applied Economics",2,"Saving Lives at Birth: The Impact of Home Births on Infant Outcomes","https://doi.org/10.5281/zenodo.19452662","THE IMPACT OF RHEUMATIC AND CARDIOVASCULAR DISEASES ON MATERNAL MORTALITY","https://doi.org/10.7910/DVN/ZQIUNC","Supplementary Files for Born in Bradford’s Better Start (BiBBS) Interventional Birth Cohort Study: Interim Cohort Profile"
"607",2015,"Journal of Financial Economics",86,"Scale and skill in active management","https://doi.org/10.5281/zenodo.17242824","Dataset: User Experience Analysis of Sports Community Management Applications","https://doi.org/10.7910/DVN/MEZFLW","Intentionally vs. Spontaneously Prolonged Gaze: A MEG Study of Active Gaze-Based Interaction"
"608",2018,"Journal of Public Economics",137,"Seniority wages and the role of firms in retirement","https://doi.org/10.5281/zenodo.3460301","A map collection of the Paleolithic of the Swabian Jura","https://doi.org/10.7910/DVN/494H10","Replication Data for: Identifying Coal-fired Plants for Early Retirement"
"609",2015,"Journal of Financial Intermediation",27,"Shareholder diversification and bank risk-taking","https://doi.org/10.5061/dryad.fbg79cp15","The timid invasion: Behavioural adjustments and range expansion in a non-native rodent","https://doi.org/10.7910/DVN/KQZRVT","Replication Data for: ""Partisan differences in risk taking in a simulated pandemic"""
"610",2018,"Journal of Public Economics",53,"Spillovers from gatekeeping � Peer effects in absenteeism_x0002_","https://doi.org/10.5281/zenodo.14946190","Data and code for ""Spillovers and legacies of land management on temperate woodland biodiversity""","https://doi.org/10.7910/DVN/ACQ5SZ","Dynamic spatial spillover effects of financial agglomeration on CO2 emissions: The case of China"
"611",2018,"Journal of Public Economics",65,"Spillovers in education choice","https://doi.org/10.5281/zenodo.20237945","Dataset for ""Systemic Risk Spillovers among Indonesia's State-Owned Banks: An Econometric Network and Quantile-Based Approach""","https://doi.org/10.7910/DVN/G0HJLV","Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India"
"612",2015,"American Economic Review",105,"State Capacity and Economic Development: A Network Approach","https://doi.org/10.5281/zenodo.18878815","ECONOMIC IDEAS AND FOUNDERS OF THE INSTITUTIONALISM SCHOOL","https://doi.org/10.7910/DVN/KKHPIF","Fragile States, Technological Capacity, and Increased Terrorist Activity"
"613",2015,"Review of Economic Studies",26,"State Capacity and Military Conflict","https://doi.org/10.5281/zenodo.20449999","International Military Deployments Dataset (IMDT), 1962–2022","https://doi.org/10.7910/DVN/KKHPIF","Fragile States, Technological Capacity, and Increased Terrorist Activity"
"614",2018,"Review of Economics and Statistics",42,"TALL BUILDINGS AND LAND VALUES: HEIGHT AND CONSTRUCTION COST ELASTICITIES IN CHICAGO, 1870�2010",NA,NA,"https://doi.org/10.7910/DVN/FFPAXW","Replication Data for: ""Tall Buildings and Land Values: Height and Construction Cost Elasticities in Chicago, 1870 – 2010"""
"615",2018,"Economic Journal",40,"THE DISTRIBUTION OF TALENT ACROSS CONTESTS*","https://doi.org/10.5281/zenodo.10222976","Clinical datasets related DeNoPa olfaction, cerebrospinal fluid readouts and alpha-synuclein seeding aggregation assay","https://doi.org/10.7910/DVN/WZCBUP","Monthly population distribution for China"
"616",2015,"Economic Journal",68,"THE EFFECT OF EDUCATION ON CRIMINAL CONVICTIONS AND INCARCERATION: CAUSAL EVIDENCE FROM MICRO-DATA",NA,NA,"https://doi.org/10.7910/DVN/NS3NMH","Replication Data for: Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration"
"617",2015,"Review of Economics and Statistics",204,"THE EFFECT OF MICROINSURANCE ON ECONOMIC ACTIVITIES: EVIDENCE FROM A RANDOMIZED FIELD EXPERIMENT","https://doi.org/10.5061/dryad.n0m33vv","Data from: Additive and interactive effects of pollination and biological pest control on crop yield","https://doi.org/10.7910/DVN/27174","Replication data for: The Effect of Microinsurance on Economic Activities: Evidence from a Randomized Field Experiment"
